Item ID,Group,Standards,Item Information,Prompt,Option A,Option B,Option C,Correct
S08ESS3.4H14,8,S08ESS3.4,"H - Here is a logger. (Point to the prompt.) Which natural resource is used for logging: trees, coal, or water? ",Which natural resource is used for logging?,trees,coal,water,a
S08ESS3.4H15,8,S08ESS3.4,"H - Here is a graph showing coal use by country. (Point to graph in prompt.) Which country uses the most coal: USA, China, or Russia?",Which country uses the most coal? ,USA,China,Russia,b
S08ESS3.4L16,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: basketball, oil, or phone?",A natural resource is something useful that comes from nature. Which is a natural resource?,basketball,oil,phone,b
S08ESS3.4L17,8,S08ESS3.4," L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: radio, book, or water?",A natural resource is something useful that comes from nature. Which is a natural resource?,radio,book,water,c
S08ESS3.4M18,8,S08ESS3.4,"M - Here are three natural resources. (Point to answer choices.) A natural resource is something useful that comes from nature. Which resource can you burn for heat: wood, aluminum, or water?",A natural resource is something useful that comes from nature. Which resource can you burn for heat?,wood,aluminum,water,a
S08ESS3.4M19,8,S08ESS3.4,"M - Here are three natural resources. (Point to answer choices.) Which resource can you melt to build cars: wood, aluminum, or water?",Which resource can you melt to build cars?,wood,aluminum,water,b
S08ESS3.4H20,8,S08ESS3.4,"H - Here is a graph showing the amount of corn produced by three farmers. (Point to graph.) Which farmer produced the most corn: A, B, or C?",Here is a graph showing the amount of corn produced by three farmers. Which farmer produced the most corn?,Farmer A,Farmer B,Farmer C,c
S08ETS1.1LSAMPLE,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows an environmental design problem: A, B or C? ",Which shows an environmental design problem?,A,B,C,a
S08ETS1.1L1,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C?",Which shows a problem?,A,B,C,b
S08ETS1.1L2,8,S08ETS1.1,"L - This is an airplane. (Point to airplane.) Which is a problem for an airplane: A, B, or C?",Which shows a problem for an airplane?,A,B,C,c
S08ETS1.1M3,8,S08ETS1.1,"M - Here are three cars. (Point to answer choices.) Which car has a design problem: A, B, or C?",Which car has a design problem?,A,B,C,b
S08ETS1.1M4,8,S08ETS1.1,"M - Here are three planes. (Point to answer choices.) Which plane has a design problem: A, B, or C?",Which plane has a design problem?,A,B,C,a
S08ETS1.1H5,8,S08ETS1.1,"H - Here is a graph. (Point to answer choices.) Which object is likely to break first: rod, brick, or plate?",Which is likely to break first? ,rod,brick,plate,c
S08ETS1.1L6,8,S08ETS1.1,"L - Sometimes things get broken and that is a problem. Here are three objects. (Point to student materials.) Which is broken: A, B, or C? ",Which is broken?,A,B,C,a
S08ETS1.1M7,8,S08ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which picture shows someone with a problem: A, B, or C? ",Which picture shows someone with a problem?,A,B,C,b
S08ETS1.1M8,8,S08ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which picture shows someone with a problem: A, B, or C? ",Which picture shows someone with a problem?,A,B,C,c
S08ETS1.1H9,8,S08ETS1.1,"H - Sammy needs a strong leash so his big dog does not break it. (Point to answer choices.) Which type of leash is the strongest: A, B, or C? ",Which type of leash is the strongest?,cotton,nylon,hemp,b
S08ETS1.1H10,8,S08ETS1.1,"H - Beth is building a fort and want the strongest material. (Point to answer choices.) Which type of material is the strongest: A, B, or C? ",Beth is building a fort and want the strongest material. Which type of material is the strongest?,straw,sticks,bricks,c
S08ETS1.1L11,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C?",Which shows a problem?,A,B,C,b
S08ETS1.1L12,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C? ",Which shows a problem?,A,B,C,c
S08ETS1.1M13,8,S08ETS1.1,"M - Here is a bicycle. (Point to the prompt.) Which shows a design problem: A, B, or C? ",Which shows a design problem?,A,B,C,c
S08ETS1.1M14,8,S08ETS1.1,"M - Here is an airplane. (Point to prompt.) Which shows a design problem: A, B, or C? ",Which shows a design problem?,A,B,C,a
S08ETS1.1H15,8,S08ETS1.1,"H - Here is a bridge. (Point to the prompt.) Which material is the strongest for building the bridge: paper, metal, or straw?",Which material is the strongest for building the bridge?,paper,metal,hay,b
S08ETS1.1L16,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C?",Which shows a problem?,A,B,C,c
S08ETS1.1M17,8,S08ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which shows a design problem to solve: A, B, or C?",Which shows a design problem to solve?,A,B,C,a
S08ETS1.1M18,8,S08ETS1.1,"M - Here is a car. (Point to answer choices.) Which car part has a design problem to solve: A, B, or C?",Which car part has a design problem to solve?,A,B,C,b
S08ETS1.1H19,8,S08ETS1.1,"H - Here is a car. (Point to the prompt.) Which material is the strongest for building cars: paper, wood, or metal?",Which material is the strongest for building cars?,paper,wood,hay,c
S08ETS1.1H20,8,S08ETS1.1,"H - Here is a graph. (Point to answer choices.) Which type of material is likely to break first: metal rod, wooden pencil, or cinder block?",Which type of material is likely to break first?,metal rod,wooden pencil,cinder block,b
S08ETS1.2MSAMPLE,8,S08ETS1.2,"M - Shawn is going swimming. (Point to boy in prompt.) Which object could Shawn use to float in the pool: hat, raft, or chair?",Shawn is going swimming. Which object could Shawn use to float in the pool?,hat,raft,chair,b
S08ETS1.2L1,8,S08ETS1.2,"L - These plants are dying. (Point to wilting plant.) Which could help save the plants A, B, or C?",These plants are dying. Which could help you save the plants?,brick,ball,sprinkler,c
S08ETS1.2M2,8,S08ETS1.2,"M - This car has a flat tire. (Point to car.) Which person is solving the problem: wash the car, put air in the tire, or drive the car?",This car has a flat tire. Which person is solving the problem?,wash the car,put air in the tire,drive the car,b
S08ETS1.2M3,8,S08ETS1.2,"M - The problem is a nail is sticking out of the floor. (Point to nail.) What tool can you use to solve this problem: hammer, mop, or vacuum?",The problem is a nail is sticking out of the floor. What tool can you use to solve this problem?,hammer,mop ,vacuum,a
S08ETS1.2H4,8,S08ETS1.2,"H - Sally needs a strong bucket and is looking at a graph for help. (Point to girl and graph.) Which metal is the strongest for making a bucket: copper, aluminum or steel? ",Sally needs a strong bucket and is looking at a graph for help. Which metal is the strongest for making a bucket?,copper,aluminum,steel,c
S08ETS1.2H5,8,S08ETS1.2,"H - Julio needs a new roof for his house and is looking at a graph for help. (Point to man standing by house.) Which roof will last longest: asphalt, metal, or rubber? ",Julio needs a new roof for his house and is looking at a graph for help. Which roof will last the longest?,asphalt,metal,rubber,b
S08ETS1.2L6,8,S08ETS1.2,"L - Here is a pitcher of juice. (Point to materials.) Which could you use to drink the juice: cup, plate, or fork? ",Which could you use to drink the juice?,cup,baseball,fork,a
S08ETS1.2L7,8,S08ETS1.2,"L - Here is a plate of spaghetti. (Point to materials.) Which could help you eat the spaghetti: hammer, crayon, or fork?",Which could help you eat the spaghetti?,hammer,crayon,fork,c
S08ETS1.2M8,8,S08ETS1.2,"M - Nick needs to do his math homework. (Point to materials.) Which would help Nick add numbers: a book, a calculator, or a bicycle?",Nick needs to do his math homework. Which would help Nick add numbers?,book,calculator,bicycle,b
S08ETS1.2M9,8,S08ETS1.2,"M - Jimmy is late for the bus sometimes. (Point to materials.) Which could help Jimmy be on time for his bus: calculator, candle, or bus schedule?",Jimmy is late for the bus sometimes. Which could help Jimmy be on time for his bus?,calculator,candle,schedule,c
S08ETS1.2H10,8,S08ETS1.2,"H - Jay's paper grocery bag has broken. (Point to student materials.)  What is the best way to prevent this problem next time: double-bag, make two trips, or use your hands?",Jay's paper grocery bag has broken. What is the best way to prevent this problem next time?,use a reusable cloth bag,use lots of paper bags,carry groceries in your hands,a
S08ETS1.2L11,8,S08ETS1.2,"L - Here is a box. (Point to the prompt.) Which can seal the box: teddy bear, tape, or hat? ",Which can seal the box?,bear,tape,hat,b
S08ETS1.2M12,8,S08ETS1.2,"M - Here is a book with a torn page. (Point to the prompt.) Which can help fix the book: tape, pencil, or scissors?",Here is a book with a torn page. Which can help fix the book?,tape,pencil,scissors,a
S08ETS1.2M13,8,S08ETS1.2,"M - Here is a car with a flat tire. (Point to the prompt.) Which can you use to keep driving: hammer, axe, or spare tire?",Here is a car with a flat tire. Which can you use to keep driving?,hammer,spare tire,axe,b
S08ETS1.2H14,8,S08ETS1.2,"H - Here is a graph showing the strength of three metals. (Point to the prompt.) Which is the strongest metal: gold, steel, or tungsten? ",Which is the strongest metal?,gold,steel,tungsten,c
S08ETS1.2H15,8,S08ETS1.2,"H - Julie's computer will not turn on. (Point to student materials.) Which shows a good first step to solve this problem: throw the computer away, break the computer, or check the power cord?",Julie's computer will not turn on. Which shows a good first step to solve this problem?,throw the computer away,break the computer,check the power cord,c
S08ETS1.2L16,8,S08ETS1.2,"L - Here is a wilting plant. (Point to prompt.) Which could she solve this problem: A, B, or C?  ",Here is a wilting plant. What could she solve this problem?,A,B,C,c
S08ETS1.2L17,8,S08ETS1.2,"L - Dave has a broken pencil.  Point to prompt.) How could Dave solve his problem: sharpen pencil, eat sandwich, or read a book? ",Dave has a broken pencil.  How could Dave solve his problem?,sharpen pencil,eat sandwich,read book,a
S08ETS1.2M18,8,S08ETS1.2,"M - Jess's bike has a flat tire. (Point to prompt.)  Which action solves her problem: wash bike, raise seat, or change tire?",Jess's bike has a flat tire. Which could solve this problem?,wash bike,raise seat,change tire,c
S08ETS1.2M19,8,S08ETS1.2,"M - Lori needs to write a paper. (Point to materials.) Which would help her type her paper: a hammer, a calculator, or a computer?",Lori needs to write a paper. Which would help her type her paper?,hammer,calculator,computer,c
S08ETS1.2H20,8,S08ETS1.2,"H - Here is a bar graph comparing three types of pipe.  (Point to the chart.) Which is the strongest material to replace a pipe with: steel, copper, or pvc?  ",Here is a bar graph comparing three types of pipe. Which is the strongest material to replace a pipe with?,copper,steel,pvc,b
